PMID,Sentence,Subject,Predicate,Object
20200450,"In vivo resistance to first-line chemotherapy, including to glucocorticoids, is a strong predictor of poor outcome in children with acute lymphoblastic leukemia (ALL).",Glucocorticoids,TREATS,Child
20200450,"In vivo resistance to first-line chemotherapy, including to glucocorticoids, is a strong predictor of poor outcome in children with acute lymphoblastic leukemia (ALL).","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
20378752,Presence of the P2RY8-CRLF2 rearrangement is associated with a poor prognosis in non-high-risk precursor B-cell acute lymphoblastic leukemia in children treated according to the ALL-BFM 2000 protocol.,"Leukemia, B-Cell, Acute",PROCESS_OF,Child
21150180,Thrombomodulin and von Willebrand factor: relation to endothelial dysfunction and disease outcome in children with acute lymphoblastic leukemia.,Endothelial dysfunction,PROCESS_OF,Child
21150180,Thrombomodulin and von Willebrand factor: relation to endothelial dysfunction and disease outcome in children with acute lymphoblastic leukemia.,Disease Outcome,PROCESS_OF,Child
21150180,"In children with ALL, there was a significant increase in thrombomodulin (TM) and von Willebrand factor (vWF) levels during the acute phase of the disease and during treatment.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21150180,Thrombomodulin and von Willebrand factor: relation to endothelial dysfunction and disease outcome in children with acute lymphoblastic leukemia.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21150180,"Fifty-two children with ALL, 19 children with ALL 1-10 years after the completion of therapy, and 28 healthy children were studied.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21150180,The aim of this study was to determine the levels of markers of endothelial activation in children with ALL and to assess their potential prognostic value.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21150180,"The severe endothelial dysfunction in children with acute lymphoblastic leukemia (ALL) can result from the disease itself, from treatment, or from other conditions (e.g. sepsis).","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21150180,"The severe endothelial dysfunction in children with acute lymphoblastic leukemia (ALL) can result from the disease itself, from treatment, or from other conditions (e.g. sepsis).",Endothelial dysfunction,PROCESS_OF,Child
21326239,"BACKGROUND: As most children with acute lymphoblastic leukaemia (ALL) achieve long-term survival, minimising late effects of treatment is a priority.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21649543,We analyzed the CDR3 region of 80 children with B-cell acute lymphoblastic leukemia (B-ALL) using the ImMunoGeneTics Information System and JOINSOLVER.,"Leukemia, B-Cell, Acute",PROCESS_OF,Child
18162384,[HHV-6 infection and acute lymphoblastic leukemia in a child].,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18311775,"In vivo response to initial therapy, as assessed by determination of minimal residual disease (MRD) after 5 and 12 weeks of treatment, has evolved as a strong prognostic factor in children with acute lymphoblastic leukemia (ALL) treated according to the BFM regime.","Neoplasm, Residual",PROCESS_OF,Child
18311775,"In vivo response to initial therapy, as assessed by determination of minimal residual disease (MRD) after 5 and 12 weeks of treatment, has evolved as a strong prognostic factor in children with acute lymphoblastic leukemia (ALL) treated according to the BFM regime.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18648353,"This Practice Point commentary discusses the recent findings of the Children's Cancer Group CCG-1961 study, which enrolled 2,078 children and adolescents with acute lymphoblastic leukemia.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Adolescent
18648353,"This Practice Point commentary discusses the recent findings of the Children's Cancer Group CCG-1961 study, which enrolled 2,078 children and adolescents with acute lymphoblastic leukemia.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18677580,"Previous studies had established an over-expression of 9-O-acetylated sialoglycoproteins (Neu5,9Ac(2)-GPs) on lymphoblasts of childhood acute lymphoblastic leukaemia (ALL).",lymphoblast,LOCATION_OF,Sialoglycoproteins
18677580,"Previous studies had established an over-expression of 9-O-acetylated sialoglycoproteins (Neu5,9Ac(2)-GPs) on lymphoblasts of childhood acute lymphoblastic leukaemia (ALL).","Leukemia, Lymphocytic, Acute, L1",ISA,"Leukemia, Lymphocytic, Acute"
18824710,"Compared with CCSS siblings, ALL survivors who were treated with cranial radiation therapy (CRT) had a significantly greater increase in BMI (women, 0.41 units/yr, 95% CI, 0.37 to 0.45 units; men, 0.29 units/yr; 95% CI, 0.26 to 0.32 units).",Radiation therapy,TREATS,Survivors
18824710,"Compared with CCSS siblings, ALL survivors who were treated with cranial radiation therapy (CRT) had a significantly greater increase in BMI (women, 0.41 units/yr, 95% CI, 0.37 to 0.45 units; men, 0.29 units/yr; 95% CI, 0.26 to 0.32 units).",Radiation therapy,TREATS,"Leukemia, Lymphocytic, Acute"
18824710,"Compared with CCSS siblings, ALL survivors who were treated with cranial radiation therapy (CRT) had a significantly greater increase in BMI (women, 0.41 units/yr, 95% CI, 0.37 to 0.45 units; men, 0.29 units/yr; 95% CI, 0.26 to 0.32 units).","Leukemia, Lymphocytic, Acute",PROCESS_OF,Survivors
18989891,Acute lymphoblastic leukemia (ALL) is the most common malignancy diagnosed in children.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18989891,Acute lymphoblastic leukemia (ALL) is the most common malignancy diagnosed in children.,"Leukemia, Lymphocytic, Acute",ISA,Malignant Neoplasms
19036151,The present study was performed to assess the effect of dexamethasone on QoL during treatment for ALL according to this protocol.,Dexamethasone,TREATS,"Leukemia, Lymphocytic, Acute"
19036706,"Importantly, XIAP inhibitors kill leukemic blasts from children with ALL ex vivo and cooperate with TRAIL to induce apoptosis.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
19423428,"Our procedure was applied to a significant cohort of Brazilian children with ALL, the majority of the cases treated in the last decade in the two main University Hospitals of Rio de Janeiro.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
19423428,"Our procedure was applied to a significant cohort of Brazilian children with ALL, the majority of the cases treated in the last decade in the two main University Hospitals of Rio de Janeiro.",BRAZILIAN,PROCESS_OF,Child
19679573,DESIGN: The medical records of 283 children with ALL diagnosed before (1997-2002; n = 164) and after (2004-2006; n = 119) the introduction of the education programme were reviewed.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
19890789,"PATIENTS AND METHODS: Medical history and clinical findings of 189 children and adolescents, diagnosed with ALL between 1/1995 and 7/2004, were analyzed retrospectively.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Adolescent
19890789,"PATIENTS AND METHODS: Medical history and clinical findings of 189 children and adolescents, diagnosed with ALL between 1/1995 and 7/2004, were analyzed retrospectively.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",Steroid therapy,TREATS,"Leukemia, Lymphocytic, Acute"
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Patients
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",prednisolone,TREATS,"Leukemia, Lymphocytic, Acute"
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",prednisolone,TREATS,Patients
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",prednisolone,TREATS,Large Cell Lymphoblastic Lymphoma
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",prednisolone,TREATS,"Leukemia, Lymphocytic, Acute"
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",prednisolone,TREATS,Patients
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",Dexamethasone,TREATS,"Leukemia, Lymphocytic, Acute"
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",Dexamethasone,TREATS,Large Cell Lymphoblastic Lymphoma
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",Steroid therapy,compared_with,prednisolone
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",Dexamethasone,TREATS,Patients
20815080,"[2] reported their first investigation in comparison of the antileukemic activity and toxicity between DXM and PDN for adult patients with ALL and lymphoblastic lymphoma (LBL) through a randomized clinical trial (the ALL-4 trial of the EORTC Leukemia Group), and the author concluded that DXM as a steroid therapy for adult patients with ALL/LBL did not show any benefit compared with PDN, which did not support the experience from several other pediatric studies.",Steroid therapy,TREATS,Patients
21098271,High hyperdiploid acute lymphoblastic leukemia (ALL) is one of the most common malignancies in children.,Malignant Neoplasms,PROCESS_OF,Child
21098271,High hyperdiploid acute lymphoblastic leukemia (ALL) is one of the most common malignancies in children.,"Leukemia, Lymphocytic, Acute",ISA,Malignant Neoplasms
21098271,High hyperdiploid acute lymphoblastic leukemia (ALL) is one of the most common malignancies in children.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21280034,"We examined the relationship between three measures of early life exposure to infections-daycare attendance, birth order and common childhood infections in infancy-with the risk of ALL in non-Hispanic white and Hispanic children, two ethnicities that show sociodemographic differences.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21280034,"We examined the relationship between three measures of early life exposure to infections-daycare attendance, birth order and common childhood infections in infancy-with the risk of ALL in non-Hispanic white and Hispanic children, two ethnicities that show sociodemographic differences.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Caucasoid Race
21280034,"We examined the relationship between three measures of early life exposure to infections-daycare attendance, birth order and common childhood infections in infancy-with the risk of ALL in non-Hispanic white and Hispanic children, two ethnicities that show sociodemographic differences.",Infection,PREDISPOSES,"Leukemia, Lymphocytic, Acute"
21280034,"When the three measures were evaluated separately, daycare attendance by the age of 6 months (odds ratio [OR] for each thousand child-hours of exposure = 0.90, 95% confidence interval [CI]: 0.82-1.00) and birth order (OR for having an older sibling = 0.68, 95% CI: 0.50-0.92) were associated with a reduced risk of ALL among non-Hispanic white children but not Hispanic children, whereas ear infection before age 6 months was protective in both ethnic groups.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21394895,"PROCEDURE: From January 1996 to November 2002, 429 eligible children with ALL were enrolled in a protocol with BFM-based back-bone, followed by a randomized continuation phase in standard (SRG) and intermediate (IRG) risk groups.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21719599,"The study is registered at http://www.clinicaltrials.gov; ""Combination Chemotherapy Based on Risk of Relapse in Treating Young Patients With Acute Lymphoblastic Leukemia,"" protocol identification #NCT00430118 for BFM and #NCT00613457 for AIEOP.",Combination Drug Therapy,TREATS,Patients
21719599,"The study is registered at http://www.clinicaltrials.gov; ""Combination Chemotherapy Based on Risk of Relapse in Treating Young Patients With Acute Lymphoblastic Leukemia,"" protocol identification #NCT00430118 for BFM and #NCT00613457 for AIEOP.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
21719599,"The study is registered at http://www.clinicaltrials.gov; ""Combination Chemotherapy Based on Risk of Relapse in Treating Young Patients With Acute Lymphoblastic Leukemia,"" protocol identification #NCT00430118 for BFM and #NCT00613457 for AIEOP.",Combination Drug Therapy,TREATS,"Leukemia, Lymphocytic, Acute"
21969893,"The commonest types of leukaemia were acute lymphoblastic leukaemia (ALL), then acute myeloid leukaemia (AML) and finally chronic myeloid leukaemia (CML).","Leukemia, Lymphocytic, Acute",ISA,leukemia
18388178,"The Children's Oncology Group studied the prognostic impact of MRD measured by flow cytometry in the peripheral blood at day 8, and in end-induction (day 29) and end-consolidation marrows in 2143 children with precursor B-cell ALL (B-ALL).","Neoplasm, Residual",PROCESS_OF,Child
18388178,"The Children's Oncology Group studied the prognostic impact of MRD measured by flow cytometry in the peripheral blood at day 8, and in end-induction (day 29) and end-consolidation marrows in 2143 children with precursor B-cell ALL (B-ALL).","Leukemia, B-Cell, Acute",PROCESS_OF,Child
18388178,"The Children's Oncology Group studied the prognostic impact of MRD measured by flow cytometry in the peripheral blood at day 8, and in end-induction (day 29) and end-consolidation marrows in 2143 children with precursor B-cell ALL (B-ALL).","Leukemia, B-Cell, Acute",ISA,"Leukemia, Lymphocytic, Acute"
18388178,"Minimal residual disease (MRD) is an important predictor of relapse in acute lymphoblastic leukemia (ALL), but its relationship to other prognostic variables has not been fully assessed.","Neoplasm, Residual",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute"
18388178,Clinical significance of minimal residual disease in childhood acute lymphoblastic leukemia and its relationship to other prognostic factors: a Children's Oncology Group study.,"Neoplasm, Residual",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute, L1"
18388178,Clinical significance of minimal residual disease in childhood acute lymphoblastic leukemia and its relationship to other prognostic factors: a Children's Oncology Group study.,Children's Oncology Group,LOCATION_OF,Clinical Research
18575824,A decrease in BCL-2 protein and apoptotic DNA fragmentation was detected in the studied cell lines and primary blast cells of two children with acute lymphoblastic leukemia.,Blast Cell,PART_OF,Child
18575824,A decrease in BCL-2 protein and apoptotic DNA fragmentation was detected in the studied cell lines and primary blast cells of two children with acute lymphoblastic leukemia.,Cell Line,PART_OF,Child
18575824,A decrease in BCL-2 protein and apoptotic DNA fragmentation was detected in the studied cell lines and primary blast cells of two children with acute lymphoblastic leukemia.,Blast Cell,LOCATION_OF,BCL-2 Protein
18575824,A decrease in BCL-2 protein and apoptotic DNA fragmentation was detected in the studied cell lines and primary blast cells of two children with acute lymphoblastic leukemia.,Cell Line,LOCATION_OF,BCL-2 Protein
18575824,A decrease in BCL-2 protein and apoptotic DNA fragmentation was detected in the studied cell lines and primary blast cells of two children with acute lymphoblastic leukemia.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18824710,The rate of BMI increase was not significantly increased for ALL survivors who were treated with chemotherapy alone.,Pharmacotherapy,TREATS,Survivors
18824710,The rate of BMI increase was not significantly increased for ALL survivors who were treated with chemotherapy alone.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Survivors
18824710,The rate of BMI increase was not significantly increased for ALL survivors who were treated with chemotherapy alone.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
18824710,"CONCLUSION: CRT used in the treatment of childhood ALL is associated with a greater rate of increasing BMI, particularly among women treated with CRT during the first decade of life.",Radiation therapy,TREATS,Woman
18824710,"CONCLUSION: CRT used in the treatment of childhood ALL is associated with a greater rate of increasing BMI, particularly among women treated with CRT during the first decade of life.",Radiation therapy,TREATS,"Leukemia, Lymphocytic, Acute, L1"
19500099,Detection of minimal residual disease (MRD) after induction and consolidation therapy is highly predictive of outcome for childhood acute lymphoblastic leukaemia (ALL) and is used to identify patients at high risk of relapse in several current clinical trials.,Consolidation Therapy,PRECEDES,Detection
19500099,Detection of minimal residual disease (MRD) after induction and consolidation therapy is highly predictive of outcome for childhood acute lymphoblastic leukaemia (ALL) and is used to identify patients at high risk of relapse in several current clinical trials.,Induction,PRECEDES,Detection
19500099,Detection of minimal residual disease (MRD) after induction and consolidation therapy is highly predictive of outcome for childhood acute lymphoblastic leukaemia (ALL) and is used to identify patients at high risk of relapse in several current clinical trials.,Detection,TREATS,"Leukemia, Lymphocytic, Acute, L1"
19500099,Clinical significance of minimal residual disease at day 15 and at the end of therapy in childhood acute lymphoblastic leukaemia.,"Neoplasm, Residual",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute, L1"
20014183,"CONCLUSIONS: In children with ALL and liver toxicity, MT was associated with a trend toward significant reductions in liver toxicity.",Liver,LOCATION_OF,Toxic effect
20014183,"CONCLUSIONS: In children with ALL and liver toxicity, MT was associated with a trend toward significant reductions in liver toxicity.",Liver,LOCATION_OF,Toxic effect
20014183,"METHODS: In a double-blind study, children with acute lymphoblastic leukemia (ALL) and hepatic toxicity were randomized to MT or placebo orally for 28 days.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
20014183,"METHODS: In a double-blind study, children with acute lymphoblastic leukemia (ALL) and hepatic toxicity were randomized to MT or placebo orally for 28 days.",Hepatic,LOCATION_OF,Toxic effect
20014183,MT did not antagonize the effects of chemotherapy agents used for the treatment of ALL.,Antineoplastic Agents,TREATS,"Leukemia, Lymphocytic, Acute"
20014183,"CONCLUSIONS: In children with ALL and liver toxicity, MT was associated with a trend toward significant reductions in liver toxicity.",Toxic effect,PROCESS_OF,Child
20014183,"CONCLUSIONS: In children with ALL and liver toxicity, MT was associated with a trend toward significant reductions in liver toxicity.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
20572038,METHODS: Ninety-seven children with ALL received risk-directed therapy based on presenting clinical and biological factors.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
20572038,METHODS: Ninety-seven children with ALL received risk-directed therapy based on presenting clinical and biological factors.,Therapeutic procedure,ADMINISTERED_TO,Child
20572038,METHODS: Ninety-seven children with ALL received risk-directed therapy based on presenting clinical and biological factors.,Biological Factors,ADMINISTERED_TO,Child
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.","Leukemia, Myelocytic, Acute",ISA,leukemia
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.","Leukemia, Myelocytic, Acute",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute"
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.","Leukemia, Lymphocytic, Acute",ISA,leukemia
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.","Leukemia, Lymphocytic, Acute",COEXISTS_WITH,"Leukemia, Myelocytic, Acute"
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.",leukemia,COEXISTS_WITH,"Leukemia, Lymphocytic, Acute"
21169835,"In contrast, genomic profiling of acute myeloid leukemia (AML) has thus far yielded fewer insights, but ongoing resequencing of leukemia genomes is uncovering novel mutations in both ALL and AML.",leukemia,COEXISTS_WITH,"Leukemia, Myelocytic, Acute"
21178703,Serum creatinine concentration provides a surrogate measure of LBM in children with acute lymphoblastic leukemia.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21178703,Eleven children with acute lymphoblastic leukemia were assessed at 7 time points (6-mo intervals) from diagnosis to 1 year after the completion of therapy.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21509569,"PURPOSE: The objectives of this study were (1) to develop a population pharmacokinetic model of high-dose methotrexate (HD-MTX) in children with acute lymphoblastic leukaemia (ALL) and malignant lymphoma (ML) in order to investigate the influence of common polymorphisms in SLC19A1, MTHFR and ABCB1 on plasma levels of MTX and (2) to estimate MTX exposure in individual patients to study the association of genetic variability in the folate metabolic pathway with MTX toxicity.",Methotrexate,TREATS,"Leukemia, Lymphocytic, Acute"
21509569,"PURPOSE: The objectives of this study were (1) to develop a population pharmacokinetic model of high-dose methotrexate (HD-MTX) in children with acute lymphoblastic leukaemia (ALL) and malignant lymphoma (ML) in order to investigate the influence of common polymorphisms in SLC19A1, MTHFR and ABCB1 on plasma levels of MTX and (2) to estimate MTX exposure in individual patients to study the association of genetic variability in the folate metabolic pathway with MTX toxicity.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21509569,Association of genetic polymorphism in the folate metabolic pathway with methotrexate pharmacokinetics and toxicity in childhood acute lymphoblastic leukaemia and malignant lymphoma.,Methotrexate,AFFECTS,"Polymorphism, Genetic"
21509569,"PURPOSE: The objectives of this study were (1) to develop a population pharmacokinetic model of high-dose methotrexate (HD-MTX) in children with acute lymphoblastic leukaemia (ALL) and malignant lymphoma (ML) in order to investigate the influence of common polymorphisms in SLC19A1, MTHFR and ABCB1 on plasma levels of MTX and (2) to estimate MTX exposure in individual patients to study the association of genetic variability in the folate metabolic pathway with MTX toxicity.",Plasma,LOCATION_OF,MTHFR gene | MTHFR
21509569,Association of genetic polymorphism in the folate metabolic pathway with methotrexate pharmacokinetics and toxicity in childhood acute lymphoblastic leukaemia and malignant lymphoma.,Toxic effect,COEXISTS_WITH,Lymphoma
21509569,"PURPOSE: The objectives of this study were (1) to develop a population pharmacokinetic model of high-dose methotrexate (HD-MTX) in children with acute lymphoblastic leukaemia (ALL) and malignant lymphoma (ML) in order to investigate the influence of common polymorphisms in SLC19A1, MTHFR and ABCB1 on plasma levels of MTX and (2) to estimate MTX exposure in individual patients to study the association of genetic variability in the folate metabolic pathway with MTX toxicity.",Plasma,LOCATION_OF,ABCB1 gene | ABCB1
21509569,Association of genetic polymorphism in the folate metabolic pathway with methotrexate pharmacokinetics and toxicity in childhood acute lymphoblastic leukaemia and malignant lymphoma.,Toxic effect,COEXISTS_WITH,"Leukemia, Lymphocytic, Acute, L1"
21509569,"PURPOSE: The objectives of this study were (1) to develop a population pharmacokinetic model of high-dose methotrexate (HD-MTX) in children with acute lymphoblastic leukaemia (ALL) and malignant lymphoma (ML) in order to investigate the influence of common polymorphisms in SLC19A1, MTHFR and ABCB1 on plasma levels of MTX and (2) to estimate MTX exposure in individual patients to study the association of genetic variability in the folate metabolic pathway with MTX toxicity.",Plasma,LOCATION_OF,SLC19A1
21509569,METHODS: The study population comprised 64 children with ALL/ML (age 1.6-16.8 years) who had received a total of 252 MTX courses (2-4 per patient).,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
21509569,"PURPOSE: The objectives of this study were (1) to develop a population pharmacokinetic model of high-dose methotrexate (HD-MTX) in children with acute lymphoblastic leukaemia (ALL) and malignant lymphoma (ML) in order to investigate the influence of common polymorphisms in SLC19A1, MTHFR and ABCB1 on plasma levels of MTX and (2) to estimate MTX exposure in individual patients to study the association of genetic variability in the folate metabolic pathway with MTX toxicity.",Methotrexate,TREATS,Child
21509569,"PURPOSE: The objectives of this study were (1) to develop a population pharmacokinetic model of high-dose methotrexate (HD-MTX) in children with acute lymphoblastic leukaemia (ALL) and malignant lymphoma (ML) in order to investigate the influence of common polymorphisms in SLC19A1, MTHFR and ABCB1 on plasma levels of MTX and (2) to estimate MTX exposure in individual patients to study the association of genetic variability in the folate metabolic pathway with MTX toxicity.",Methotrexate,TREATS,Patients
21509569,"PURPOSE: The objectives of this study were (1) to develop a population pharmacokinetic model of high-dose methotrexate (HD-MTX) in children with acute lymphoblastic leukaemia (ALL) and malignant lymphoma (ML) in order to investigate the influence of common polymorphisms in SLC19A1, MTHFR and ABCB1 on plasma levels of MTX and (2) to estimate MTX exposure in individual patients to study the association of genetic variability in the folate metabolic pathway with MTX toxicity.",Methotrexate,TREATS,Lymphoma
21509569,"PURPOSE: The objectives of this study were (1) to develop a population pharmacokinetic model of high-dose methotrexate (HD-MTX) in children with acute lymphoblastic leukaemia (ALL) and malignant lymphoma (ML) in order to investigate the influence of common polymorphisms in SLC19A1, MTHFR and ABCB1 on plasma levels of MTX and (2) to estimate MTX exposure in individual patients to study the association of genetic variability in the folate metabolic pathway with MTX toxicity.",Lymphoma,PROCESS_OF,Child
18096764,These polymorphisms were investigated for association with treatment response in 277 children with ALL.,Single Nucleotide Polymorphism,PROCESS_OF,Child
18096764,These polymorphisms were investigated for association with treatment response in 277 children with ALL.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18368070,"Until 1990, the survival of children with acute lymphoblastic leukaemia (ALL) in Russia was below 10%.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
18661511,"METHODS: Between 2000 and 2007, 104 pediatric patients with ALL or LBL were treated at the authors' affiliated hospitals with intensive regimens that included Escherichia coli-derived L-asparaginase.",Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Patients
18661511,BACKGROUND: L-asparaginase is a key drug in the treatment of childhood acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL).,ASPARAGINASE,ISA,Pharmaceutical Preparations
18661511,"METHODS: Between 2000 and 2007, 104 pediatric patients with ALL or LBL were treated at the authors' affiliated hospitals with intensive regimens that included Escherichia coli-derived L-asparaginase.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
18661511,BACKGROUND: L-asparaginase is a key drug in the treatment of childhood acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL).,ASPARAGINASE,TREATS,Large Cell Lymphoblastic Lymphoma
