NCT,Subject,Predicate,Object
NCT01175785,Cyclosporine,PART_OF,Patients
NCT01175785,Cyclosporine,TREATS,Patients
NCT01175785,Cyclosporine,TREATS(INFER),Hematologic Neoplasms
NCT01175785,Transplantation,USES,HLA Antigens
NCT01175785,mycophenolate mofetil,TREATS,Patients
NCT01175785,mycophenolate mofetil,TREATS(INFER),Hematologic Neoplasms
NCT01175785,Hematologic Neoplasms,PROCESS_OF,Patients
NCT01175785,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT01175785,Cyclophosphamide,DISRUPTS,Growth
NCT01175785,Fludarabine phosphate,DISRUPTS,Growth
NCT01175785,Bone Marrow,PART_OF,Patients
NCT01175785,Expanding,LOCATION_OF,Cells
NCT01175785,Blood product,AFFECTS,Graft acceptance
NCT01175785,Chronic graft-versus-host disease,PROCESS_OF,Patients
NCT01175785,Whole-Body Irradiation,TREATS,Patients
NCT01175785,mycophenolate mofetil,ADMINISTERED_TO,Patients
NCT01175785,Transplantation,TREATS,Patients
NCT01175785,Transplantation,TREATS(INFER),Hematologic Neoplasms
NCT01175785,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00796068,Whole-Body Irradiation,TREATS,Patients
NCT00796068,Whole-Body Irradiation,TREATS(INFER),Hematologic Neoplasms
NCT00796068,Fludarabine phosphate,TREATS,Patients
NCT00796068,Fludarabine phosphate,TREATS(INFER),Hematologic Neoplasms
NCT00796068,treosulfan,TREATS,Patients
NCT00796068,treosulfan,TREATS(INFER),Hematologic Neoplasms
NCT00796068,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00796068,Fludarabine phosphate,DISRUPTS,Growth
NCT00796068,treosulfan,DISRUPTS,Growth
NCT00796068,Blood,PART_OF,Patients
NCT00796068,Bone Marrow,PART_OF,Patients
NCT00796068,Whole-Body Irradiation,TREATS,Patients
NCT00796068,Cyclosporine,ADMINISTERED_TO,Patients
NCT00796068,Treatment Protocols,ADMINISTERED_TO,Patients
NCT00796068,Prophylactic treatment,TREATS,Patients
NCT00796068,mycophenolate mofetil,TREATS,Patients
NCT00796068,Transplantation,TREATS,Patients
NCT00796068,Transplantation,TREATS(INFER),Hematologic Neoplasms
NCT00796068,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00006251,Hematopoietic Neoplasms,PROCESS_OF,Patients
NCT00006251,Donor Lymphocyte Infusion,TREATS,Patients
NCT00006251,Donor Lymphocyte Infusion,TREATS(INFER),Hematopoietic Neoplasms
NCT00006251,Fludarabine phosphate,DISRUPTS,Growth
NCT00006251,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT00006251,Immune response,PROCESS_OF,Patients
NCT00006251,Graft Rejection,PROCESS_OF,Patients
NCT00006251,Treatment Protocols,TREATS,Patients
NCT00006251,Treatment Protocols,TREATS(INFER),Malignant disease
NCT00006251,Fludarabine phosphate,ISA,fludarabine
NCT00006251,Malignant disease,PROCESS_OF,Patients
NCT00006251,Cyclosporine,PART_OF,Peripheral Blood Stem Cell
NCT00006251,Graft-vs-Host Disease,PROCESS_OF,Patients
NCT00006251,Whole-Body Irradiation,TREATS,Patients
NCT00006251,Whole-Body Irradiation,TREATS(INFER),Graft-vs-Host Disease
NCT00006251,Fludarabine phosphate,ADMINISTERED_TO,Patients
NCT00006251,Cyclosporine,ADMINISTERED_TO,Patients
NCT00006251,Fludarabine phosphate,NEG_ADMINISTERED_TO,Patients
NCT00006251,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT00006251,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT00006251,Donor Lymphocyte Infusion,TREATS,Graft-vs-Host Disease
NCT00006251,Donor Lymphocyte Infusion,TREATS,In complete remission
NCT00006251,Cyclosporine,PART_OF,Peripheral Blood Stem Cell
NCT00006251,Whole-Body Irradiation,ADMINISTERED_TO,Patients
NCT00006251,fludarabine,ADMINISTERED_TO,Patients
NCT00006251,Transplant immunosuppression,ADMINISTERED_TO,Patients
NCT00006251,Induction,TREATS,Patients
NCT00006213,Pharmaceutical Preparations,TREATS,Patients
NCT00006213,Pharmaceutical Preparations,TREATS(INFER),Acute leukemia
NCT00006213,Acute leukemia,PROCESS_OF,Patients
NCT00006213,BMS 214662,TREATS,Patients
NCT00006213,BMS 214662,TREATS(INFER),Acute leukemia
NCT00006213,"Myeloid Leukemia, Chronic",PROCESS_OF,Patients
NCT00006213,Acute leukemia,PROCESS_OF,Patients
NCT00006213,BMS 214662,TREATS,Patients
NCT00006213,BMS 214662,TREATS(INFER),"Myeloid Leukemia, Chronic"
NCT00006213,BMS 214662,TREATS(INFER),Acute leukemia
NCT00006213,"Myeloid Leukemia, Chronic",PROCESS_OF,Patients
NCT00006213,Acute leukemia,PROCESS_OF,Patients
NCT00006213,Toxic effect,PROCESS_OF,Patients
NCT00006213,Therapeutic procedure,TREATS,Maximum
NCT00006213,BMS 214662,ADMINISTERED_TO,Patients
NCT00006213,Refractory anaemia with excess blasts,COEXISTS_WITH,Blast Phase
NCT00006213,Refractory anaemia with excess blasts,ISA,Dysmyelopoietic Syndromes
NCT00006213,"Myeloid Leukemia, Chronic",COEXISTS_WITH,Blast Phase
NCT00006213,"Myeloid Leukemia, Chronic",ISA,Dysmyelopoietic Syndromes
NCT00006213,Refractory anemia with excess blasts in transformation (clinical),COEXISTS_WITH,Blast Phase
NCT00006213,Refractory anemia with excess blasts in transformation (clinical),ISA,Dysmyelopoietic Syndromes
NCT00006213,BMS 214662,TREATS,Acute leukemia
NCT00057811,Combination Drug Therapy,TREATS,Patients
NCT00057811,Chronic Lymphocytic Leukemia,PROCESS_OF,Patients
NCT00057811,Lymphoma,PROCESS_OF,Patients
NCT00057811,rituximab,TREATS,Patients
NCT00057811,Rasburicase,TREATS,Patients
NCT00057811,rituximab,ISA,Monoclonal Antibodies
NCT00057811,Pharmaceutical Preparations,DISRUPTS,"Tumor cells, malignant"
NCT00057811,rituximab,DISRUPTS,"Tumor cells, malignant"
NCT00057811,Rasburicase,ISA,Miscellaneous Chemoprotective Agent
NCT00057811,leukemia,PROCESS_OF,Child
NCT00057811,Lymphoma,PROCESS_OF,Child
NCT00057811,Toxic effect,PROCESS_OF,Child
NCT00057811,"Neoplasm, Residual",PROCESS_OF,Patients
NCT00057811,Rasburicase,ADMINISTERED_TO,Patients
NCT00057811,Glucosephosphate Dehydrogenase Deficiency,PROCESS_OF,Patients
NCT00057811,Neoadjuvant Therapy,PREVENTS,Neoplasm
NCT00057811,Rasburicase,NEG_ADMINISTERED_TO,Patients
NCT00057811,Cyclophosphamide,PREVENTS,Neoplasm
NCT00057811,Treatment Protocols,PREVENTS,Neoplasm
NCT00057811,Treatment Protocols,USES,Doxorubicin
NCT00057811,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00057811,Excision,TREATS,Patients
NCT00057811,Cyclophosphamide,ADMINISTERED_TO,Patients
NCT00057811,Doxorubicin,ADMINISTERED_TO,Patients
NCT00057811,Treatment Protocols,ADMINISTERED_TO,Patients
NCT00057811,Treatment Protocols,USES,Doxorubicin
NCT00057811,Treatment Protocols,USES,Cymer
NCT00057811,Disease,PROCESS_OF,Patients
NCT00057811,Neoadjuvant Therapy,ISA,Therapeutic procedure
NCT00057811,Treatment Protocols,ADMINISTERED_TO,Patients
NCT00057811,Excision,TREATS,Patients
NCT00057811,Etoposide,ADMINISTERED_TO,Patients
NCT00057811,Methotrexate,ADMINISTERED_TO,Patients
NCT00057811,Treatment Protocols,ADMINISTERED_TO,Patients
NCT00057811,Maintenance therapy,ADMINISTERED_TO,Patients
NCT00057811,Therapeutic procedure,TREATS,Lymphoma
NCT00057811,Toxic effect,PROCESS_OF,Child
NCT00357565,Bone Marrow,PART_OF,Patients
NCT00357565,Busulfan,DISRUPTS,Growth
NCT00357565,Melphalan,DISRUPTS,Growth
NCT00357565,fludarabine,DISRUPTS,Growth
NCT00357565,Bone Marrow,PART_OF,Patients
NCT00357565,Dysmyelopoietic Syndromes,PROCESS_OF,Infant
NCT00357565,Acute leukemia,PROCESS_OF,Infant
NCT00357565,Transplanted organ and tissue status,PROCESS_OF,Infant
NCT00357565,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Infant
NCT00357565,"Leukemia, Myelocytic, Acute",PROCESS_OF,Infant
NCT00357565,Dysmyelopoietic Syndromes,PROCESS_OF,Infant
NCT00357565,Radiation therapy,TREATS,"Leukemia, Lymphocytic, Acute"
NCT00357565,Radiation therapy,TREATS,"Leukemia, Myelocytic, Acute"
NCT00357565,Radiation therapy,TREATS,Dysmyelopoietic Syndromes
NCT00357565,Graft acceptance,PROCESS_OF,Infant
NCT00357565,leukemia,PROCESS_OF,Infant
NCT00489203,Beclomethasone Dipropionate,ASSOCIATED_WITH,Acute graft-versus-host disease
NCT00489203,Acute graft-versus-host disease,PROCESS_OF,Patients
NCT00489203,Stem cell transplant,TREATS,Patients
NCT00489203,Stem cell transplant,TREATS,Hematologic Neoplasms
NCT00489203,Stem cell transplant,TREATS(INFER),Acute graft-versus-host disease
NCT00489203,Beclomethasone Dipropionate,PREVENTS,Acute graft-versus-host disease
NCT00489203,Methotrexate,ADMINISTERED_TO,Patients
NCT00489203,Tacrolimus,ADMINISTERED_TO,Patients
NCT00489203,Methotrexate,ADMINISTERED_TO,Patients
NCT00489203,Tacrolimus,ADMINISTERED_TO,Patients
NCT00489203,Upper arm,LOCATION_OF,Transplanted organ and tissue status
NCT00489203,Treatment Protocols,PREVENTS,Acute graft-versus-host disease
NCT00040846,Fludarabine phosphate,ADMINISTERED_TO,Patients
NCT00040846,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00040846,Stem cell transplant,TREATS,Patients
NCT00040846,Stem cell transplant,TREATS(INFER),Hematologic Neoplasms
NCT00040846,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT00040846,"Tumor cells, malignant",LOCATION_OF,alemtuzumab
NCT00040846,alemtuzumab,ISA,Monoclonal Antibodies
NCT00040846,Bone Marrow,PART_OF,Patients
NCT00040846,Treatment Protocols,ADMINISTERED_TO,Stem cell donor
NCT00040846,Graft acceptance,PROCESS_OF,Patients
NCT00040846,Campath,ISA,alemtuzumab
NCT00040846,Treatment Protocols,PREDISPOSES,Disease Progression
NCT00040846,Fludarabine phosphate,PREDISPOSES,Disease Progression
NCT00040846,Cyclosporine,ADMINISTERED_TO,Patients
NCT00040846,Whole-Body Irradiation,TREATS,Patients
NCT00040846,Peripheral Stem Cell Transplantation,TREATS,Patients
NCT00040846,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00040846,Stem cell transplant,TREATS,Patients
NCT00040846,Stem cell transplant,TREATS(INFER),Hematologic Neoplasms
NCT00005811,Pharmaceutical Preparations,DISRUPTS,[M]Unspecified tumor cell NOS
NCT00005811,Malignant neoplasm of meninges,PROCESS_OF,Child
NCT00005811,Topotecan Hydrochloride,TREATS,Child
NCT00005811,Topotecan Hydrochloride,TREATS(INFER),Malignant neoplasm of meninges
NCT00005811,Malignant neoplasm of meninges,PROCESS_OF,Child
NCT00005811,Topotecan Hydrochloride,TREATS,Child
NCT00005811,Topotecan Hydrochloride,TREATS(INFER),Malignant neoplasm of meninges
NCT00005811,Topotecan,TREATS,Patients
NCT00005811,Toxic effect,PROCESS_OF,Patients
NCT00005811,Cerebrospinal Fluid,LOCATION_OF,Matrix Metalloproteinases
NCT00005811,Malignant Neoplasms,PROCESS_OF,Patients
NCT00005811,Topotecan,TREATS,Patients
NCT00005811,Topotecan,TREATS(INFER),Malignant Neoplasms
NCT00343798,Cyclosporine,TREATS,Patients
NCT00343798,Cyclosporine,TREATS(INFER),Hematologic Neoplasms
NCT00343798,Transplantation,USES,Cyclophosphamide
NCT00343798,Transplantation,USES,fludarabine
NCT00343798,mycophenolate mofetil,TREATS,Patients
NCT00343798,mycophenolate mofetil,TREATS(INFER),Hematologic Neoplasms
NCT00343798,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00343798,Cyclophosphamide,DISRUPTS,Growth
NCT00343798,fludarabine,DISRUPTS,Growth
NCT00343798,Bone Marrow,PART_OF,Patients
NCT00343798,Expanding,LOCATION_OF,Cells
NCT00343798,Toxic effect,PROCESS_OF,Patients
NCT00343798,Chronic graft-versus-host disease,PROCESS_OF,Patients
NCT00343798,Infusion procedures,TREATS,Patients
NCT00343798,Cyclosporine,ADMINISTERED_TO,Patients
NCT00343798,Whole-Body Irradiation,TREATS,Patients
NCT00343798,Infusion procedures,METHOD_OF,Transplantation
NCT00343798,umbilical cord blood transplantation,TREATS,Patients
NCT00343798,mycophenolate mofetil,ADMINISTERED_TO,Patients
NCT00343798,Pilot Projects,USES,Biological blood vessel prosthesis
NCT00343798,Biological blood vessel prosthesis,TREATS,Patients
NCT00343798,umbilical cord blood transplantation,TREATS,Patients
NCT00343798,umbilical cord blood transplantation,TREATS,Hematologic Neoplasms
NCT00049504,Bone Marrow Transplantation,TREATS,Patients
NCT00049504,Bone Marrow Transplantation,TREATS(INFER),High-Risk Cancer
NCT00049504,Cyclophosphamide,ADMINISTERED_TO,Patients
NCT00049504,Whole-Body Irradiation,ADMINISTERED_TO,Patients
NCT00049504,Fludarabine phosphate,ADMINISTERED_TO,Patients
NCT00049504,Tacrolimus,ADMINISTERED_TO,Patients
NCT00049504,mycophenolate mofetil,ADMINISTERED_TO,Patients
NCT00049504,High-Risk Cancer,PROCESS_OF,Patients
NCT00049504,Cyclophosphamide,DISRUPTS,Growth
NCT00049504,Fludarabine phosphate,DISRUPTS,Growth
NCT00049504,Bone Marrow Transplantation,TREATS,Hematologic Neoplasms
NCT00049504,Graft acceptance,PROCESS_OF,Patients
NCT00049504,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00049504,Bone Marrow Transplantation,TREATS,Patients
NCT00049504,Whole-Body Irradiation,TREATS,Patients
NCT00049504,Tacrolimus,ADMINISTERED_TO,Patients
NCT00049504,Prophylactic treatment,ADMINISTERED_TO,Patients
NCT00049504,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT00049504,Hematopoietic Stem Cell Transplantation,TREATS(INFER),Hematologic Neoplasms
NCT00049504,Hematologic Neoplasms,PROCESS_OF,Patients
NCT01028716,Hematologic Neoplasms,PROCESS_OF,Patients
NCT01028716,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT01028716,Graft-vs-Host Disease,PROCESS_OF,Patients
NCT01028716,Transplantation,TREATS,Hematologic Neoplasms
NCT01028716,Tacrolimus,TREATS,Graft-vs-Host Disease
NCT01028716,mycophenolate mofetil,TREATS,Graft-vs-Host Disease
NCT01028716,Hematologic Neoplasms,PROCESS_OF,Patients
NCT01028716,"Tumor cells, malignant",PART_OF,Patients
NCT01028716,Cyclophosphamide,ISA,Pharmacotherapy
NCT01028716,Fludarabine phosphate,ISA,Pharmacotherapy
NCT01028716,Disease,PROCESS_OF,Patients
NCT01028716,Place,LOCATION_OF,Peripheral Blood Stem Cell
NCT01028716,Whole-Body Irradiation,TREATS,Patients
NCT01028716,Peripheral Stem Cell Transplant,PART_OF,Blood
NCT01028716,Tacrolimus,ADMINISTERED_TO,Patients
NCT01028716,Cell Transplantation,TREATS,Patients
NCT01028716,Cell Transplantation,TREATS(INFER),Hematologic Neoplasms
NCT01028716,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00719888,Hematological Disease,PROCESS_OF,Patients
NCT00719888,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT00719888,Cyclophosphamide,DISRUPTS,Growth
NCT00719888,Fludarabine phosphate,DISRUPTS,Growth
NCT00719888,Bone Marrow,PART_OF,Patients
NCT00719888,Treatment Protocols,TREATS,Patients
NCT00719888,Fludarabine phosphate,ISA,fludarabine
NCT00719888,Whole-Body Irradiation,TREATS,Patients
NCT00719888,mycophenolate mofetil,ADMINISTERED_TO,Patients
NCT00719888,Hematological Disease,PROCESS_OF,Patients
NCT00719888,Transplantation,TREATS,Patients
NCT00719888,Transplantation,TREATS(INFER),Hematological Disease
NCT00643240,"Tumor cells, malignant",LOCATION_OF,Chronic Lymphocytic Leukemia
NCT00643240,"Tumor cells, malignant",LOCATION_OF,"Leukemia, Lymphocytic, Acute"
NCT00643240,Chronic Lymphocytic Leukemia,PROCESS_OF,Patients
NCT00643240,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00643240,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00643240,leukemia,PROCESS_OF,Patients
NCT00021242,Pharmacotherapy,ADMINISTERED_TO,Child
NCT00021242,docetaxel,ADMINISTERED_TO(SPEC),Child
NCT00021242,docetaxel,DISRUPTS,"Tumor cells, malignant"
NCT00021242,docetaxel,ISA,Pharmacotherapy
NCT00021242,docetaxel,TREATS,Child
NCT00021242,docetaxel,TREATS,"Leukemia, Myelocytic, Acute"
NCT00021242,Therapeutic procedure,TREATS,Maximum
NCT00021242,leukemia,PROCESS_OF,Child
NCT00021242,docetaxel,TREATS,Child
NCT00021242,docetaxel,TREATS(INFER),leukemia
NCT00021242,Taxotere,ISA,docetaxel
NCT00021242,Taxotere,TREATS(SPEC),Child
NCT00075725,Dexamethasone,DISRUPTS,"Tumor cells, malignant"
NCT00075725,Dexamethasone,compared_with,Prednisone
NCT00075725,Methotrexate,DISRUPTS,"Tumor cells, malignant"
NCT00075725,Prednisone,DISRUPTS,"Tumor cells, malignant"
NCT00075725,Maintenance therapy,TREATS,Patients
NCT00075725,Leucovorin Calcium,DISRUPTS,"Tumor cells, malignant"
NCT00075725,Pharmaceutical Preparations,DISRUPTS,"Tumor cells, malignant"
NCT00075725,Dexamethasone,compared_with,Prednisone
NCT00075725,Maintenance therapy,TREATS,Patients
NCT00075725,Leucovorin Calcium,compared_with,Methotrexate
NCT00075725,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00075725,Chemotherapy-Oncologic Procedure,TREATS,"Leukemia, Lymphocytic, Acute"
NCT00075725,Treatment Protocols,TREATS,Patients
NCT00075725,Neoadjuvant Therapy,TREATS,Patients
NCT00075725,Neoadjuvant Therapy,compared_with,Treatment Protocols
NCT00075725,Methotrexate,compared_with,Leukovorin rescue
NCT00075725,Treatment Protocols,TREATS,Patients
NCT00075725,Leukovorin rescue,TREATS,Patients
NCT00075725,Leukovorin rescue,compared_with,Methotrexate
NCT00075725,Treatment Protocols,TREATS,Patients
NCT00075725,Treatment Protocols,TREATS,Patients
NCT00075725,Treatment Protocols,TREATS(INFER),"Neoplasm, Residual"
NCT00075725,"Neoplasm, Residual",PROCESS_OF,Patients
NCT00075725,Cytarabine,ADMINISTERED_TO,Patients
NCT00075725,Dexamethasone,ADMINISTERED_TO,Patients
NCT00075725,Cytarabine,ADMINISTERED_TO,Patients
NCT00075725,Daunorubicin,ADMINISTERED_TO,Patients
NCT00075725,Disease,PROCESS_OF,Patients
NCT00075725,Methotrexate,ADMINISTERED_TO,Patients
NCT00075725,Vincristine,ADMINISTERED_TO,Patients
NCT00075725,pegaspargase,ADMINISTERED_TO,Patients
NCT00075725,Neoadjuvant Therapy,ADMINISTERED_TO,Patients
NCT00075725,Neoadjuvant Therapy,ADMINISTERED_TO,Patients
NCT00075725,Disease,PROCESS_OF,Patients
NCT00075725,Disease,PROCESS_OF,Patients
NCT00075725,Disease,PROCESS_OF,Patients
NCT00075725,Neoadjuvant Therapy,ADMINISTERED_TO,Patients
NCT00075725,Dexamethasone,ADMINISTERED_TO,Patients
NCT00075725,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00075725,Disease,PROCESS_OF,Patients
NCT00075725,Disease,PROCESS_OF,Patients
NCT00075725,Methotrexate,ADMINISTERED_TO,Patients
NCT00075725,Radiation therapy,ADMINISTERED_TO,Patients
NCT00075725,Testicular Diseases,PROCESS_OF,Patients
NCT00075725,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00075725,Upper Extremity,LOCATION_OF,Methotrexate
NCT00075725,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00075725,Radiation therapy,ADMINISTERED_TO,Patients
NCT00075725,Radiation therapy,ADMINISTERED_TO,Patients
NCT00075725,Steroids,PART_OF,Patients
NCT00075725,Methotrexate,ADMINISTERED_TO,Patients
NCT00075725,Therapeutic procedure,TREATS,Patients
NCT00075725,Maintenance therapy,TREATS,Patients
NCT00075725,Radiation therapy,ADMINISTERED_TO,Patients
NCT00075725,Testicular Diseases,PROCESS_OF,Patients
NCT00866281,Pharmacodynamics,PROCESS_OF,Patients
NCT00866281,Drug Kinetics,PROCESS_OF,Patients
NCT00020670,"Leukemia, Lymphocytic, Acute, L2",PROCESS_OF,Child
NCT00020670,Vaccine Therapy,TREATS,Patients
NCT00020670,genetic aspects,PROCESS_OF,Patients
NCT00020670,Immunity,PROCESS_OF,Patients
NCT02808442,"Leukemia, B-Cell, Acute",PROCESS_OF,Patients
NCT02808442,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT02808442,"Leukemia, B-Cell, Acute",PROCESS_OF,Patients
NCT00077493,BL22 immunotoxin,TREATS,Patients
NCT00077493,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00077493,Adverse effects,PROCESS_OF,Patients
NCT00077493,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00077493,"Lymphoma, Non-Hodgkin's",PROCESS_OF,Patients
NCT00077493,Toxic effect,PROCESS_OF,Patients
NCT00077493,Pharmaceutical Preparations,TREATS,Patients
NCT00077493,Pharmaceutical Preparations,TREATS,Patients
NCT00077493,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00077493,Pharmaceutical Preparations,TREATS,Patients
NCT00077493,Immunoglobulins,TREATS,Patients
NCT00077493,Serum,LOCATION_OF,cytokine
NCT00077493,BL22 immunotoxin,ADMINISTERED_TO,Patients
NCT00077493,Toxic effect,PROCESS_OF,Patients
NCT01743807,"Drugs, Investigational",TREATS,Patients
NCT01743807,agonists,AUGMENTS,Immune response
NCT01743807,Hemopoietic stem cell transplant,ADMINISTERED_TO,Patients
NCT01743807,"Leukemia, Myelocytic, Acute",PROCESS_OF,Patients
NCT01743807,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT01743807,"Leukemia, Myelocytic, Acute",PROCESS_OF,Patients
NCT01066468,Gleevec,COEXISTS_WITH,"BCR protein, human"
NCT01066468,Drug Kinetics,PROCESS_OF,Patients
NCT01066468,"Myeloid Leukemia, Chronic",PROCESS_OF,Patients
NCT01066468,Gleevec,ISA,Imatinib mesylate
NCT00136435,ASPARAGINASE,TREATS,Patients
NCT00136435,ASPARAGINASE,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00136435,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00136435,Vincristine,ADMINISTERED_TO,Patients
NCT00136435,Pharmacotherapy,USES,ASPARAGINASE
NCT00136435,Vincristine,ISA,Pharmaceutical Preparations
NCT00136435,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Adult
NCT00400946,ASPARAGINASE,AFFECTS,"Leukemia, Lymphocytic, Acute, L1"
NCT00400946,ASPARAGINASE,ISA,Therapeutic procedure
NCT00400946,ASPARAGINASE,ISA,Therapeutic procedure
NCT00400946,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00400946,Therapeutic procedure,USES,ASPARAGINASE
NCT00400946,Hypersensitivity,PROCESS_OF,Patients
NCT00400946,Therapeutic procedure,TREATS,Patients
NCT00400946,Therapeutic procedure,TREATS(INFER),Hypersensitivity
NCT00400946,pegaspargase,ISA,ASPARAGINASE
NCT00400946,pegaspargase,compared_with,Escherichia coli asparaginase
NCT00400946,pegaspargase,lower_than,Escherichia coli asparaginase
NCT00400946,Escherichia coli asparaginase,ISA,ASPARAGINASE
NCT00400946,Blast Cell,PART_OF,Marrow
NCT00400946,Cytarabine,ADMINISTERED_TO,Patients
NCT00400946,Methylprednisolone,ADMINISTERED_TO,Patients
NCT00400946,Cytarabine,ADMINISTERED_TO,Patients
NCT00400946,Central Nervous System Leukemia,PROCESS_OF,Patients
NCT00400946,Cytarabine,ADMINISTERED_TO,Patients
NCT00400946,Steroids,ADMINISTERED_TO,Patients
NCT00400946,Steroid therapy,NEG_ADMINISTERED_TO,Patients
NCT00400946,Cranial nerve palsies,PROCESS_OF,Patients
NCT00400946,prednisolone,ADMINISTERED_TO,Patients
NCT00400946,Prednisone,ADMINISTERED_TO,Patients
NCT00400946,Methylprednisolone,ADMINISTERED_TO,Patients
NCT00400946,prednisolone,ADMINISTERED_TO,Patients
NCT00400946,Cytarabine,ADMINISTERED_TO,Patients
NCT00400946,Steroid therapy,NEG_ADMINISTERED_TO,Patients
NCT00400946,Disease,PROCESS_OF,Patients
NCT00400946,Marrow,LOCATION_OF,Disease
NCT00400946,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00400946,Methotrexate,ADMINISTERED_TO,Patients
NCT00400946,Leucovorin Calcium,ADMINISTERED_TO,Patients
NCT00400946,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00400946,Methotrexate,ADMINISTERED_TO,Patients
NCT00400946,Vincristine,ADMINISTERED_TO,Patients
NCT00400946,Patients,USES,"Support, device"
NCT00400946,"Support, device",USES,Leucovorin Calcium
NCT00400946,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00400946,Methotrexate,ADMINISTERED_TO,Patients
NCT00400946,Vincristine,ADMINISTERED_TO,Patients
NCT00400946,Consolidation Therapy,ADMINISTERED_TO,Patients
NCT00400946,Methotrexate,ADMINISTERED_TO,Patients
NCT00400946,Leucovorin Calcium,ADMINISTERED_TO,Patients
NCT00400946,Dexrazoxane hydrochloride,ADMINISTERED_TO,Patients
NCT00400946,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00400946,ASPARAGINASE,ADMINISTERED_TO,Patients
NCT00400946,Pancreatitis,PROCESS_OF,Patients
NCT00400946,Hypersensitivity,PROCESS_OF,Patients
NCT00400946,Vincristine,ADMINISTERED_TO,Patients
NCT00400946,Neuraxis,LOCATION_OF,Therapeutic procedure
NCT00400946,Leukocytes,PART_OF,Patients
NCT00400946,Radiation therapy,TREATS,Disease
NCT00400946,T-Lymphocyte,LOCATION_OF,Disease
NCT00400946,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00400946,Dexamethasone,ADMINISTERED_TO,Patients
NCT00400946,Vincristine,ADMINISTERED_TO,Patients
NCT00400946,ASPARAGINASE,TREATS,Child
NCT00400946,ASPARAGINASE,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00400946,Asparagine,AFFECTS,Leukemic Cell
NCT00400946,Flow Cytometry,DIAGNOSES,"Leukemia, Lymphocytic, Acute, L1"
NCT00400946,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00400946,Polymerase Chain Reaction,DIAGNOSES,"Leukemia, Lymphocytic, Acute, L1"
NCT00400946,Remission Induction,TREATS,Patients
NCT00400946,Remission Induction,TREATS(INFER),"Neoplasm, Residual"
NCT00400946,Remission Induction,compared_with,Treatment Protocols
NCT00400946,Treatment Protocols,compared_with,Intrathecal Chemotherapy
NCT00400946,Treatment Protocols,TREATS,Patients
NCT00400946,Treatment Protocols,TREATS(INFER),"Neoplasm, Residual"
NCT00400946,pegaspargase,TREATS,Child
NCT00400946,pegaspargase,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00400946,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00400946,Therapeutic procedure,TREATS,"Leukemia, Lymphocytic, Acute"
NCT00400946,Therapeutic procedure,compared_with,Pharmacotherapy
NCT00400946,"Neoplasm, Residual",PROCESS_OF,Patients
NCT00400946,Toxic effect,PROCESS_OF,Patients
NCT00400946,Nutrients,AFFECTS,Dietary intake
NCT00400946,Dietary intake,ASSOCIATED_WITH,Infection
